Date,Open,High,Low,Close,Volume
2015-01-01 05:30:00+05:30,3320.25,3360.0,3320.25,3340.75,299232
2015-01-02 05:30:00+05:30,3360.0,3383.0,3350.5,3359.6,233924
2015-01-05 05:30:00+05:30,3382.0,3469.35,3376.05,3447.8,536747
2015-01-06 05:30:00+05:30,3439.0,3439.0,3382.5,3395.25,422743
2015-01-07 05:30:00+05:30,3400.0,3458.95,3382.05,3437.75,369241
2015-01-08 05:30:00+05:30,3465.0,3509.55,3444.0,3475.5,422022
2015-01-09 05:30:00+05:30,3500.0,3507.7,3429.95,3468.2,194054
2015-01-12 05:30:00+05:30,3470.0,3483.65,3445.15,3462.9,152803
2015-01-13 05:30:00+05:30,3483.8,3515.0,3462.1,3468.25,237771
2015-01-14 05:30:00+05:30,3471.85,3531.0,3461.3,3516.0,429069
2015-01-15 05:30:00+05:30,3550.35,3638.65,3540.0,3625.8,670686
2015-01-16 05:30:00+05:30,3615.25,3625.0,3592.05,3616.6,379075
2015-01-19 05:30:00+05:30,3627.7,3642.5,3615.2,3626.25,192537
2015-01-20 05:30:00+05:30,3618.0,3636.0,3584.5,3605.55,333315
2015-01-21 05:30:00+05:30,3623.0,3690.0,3592.0,3634.7,402419
2015-01-22 05:30:00+05:30,3648.0,3648.0,3592.1,3597.25,318883
2015-01-23 05:30:00+05:30,3634.0,3639.75,3575.0,3606.7,337571
2015-01-27 05:30:00+05:30,3644.95,3704.7,3585.15,3687.9,1278436
2015-01-28 05:30:00+05:30,3692.0,3758.5,3692.0,3725.8,672705
2015-01-29 05:30:00+05:30,3745.0,3745.0,3677.0,3688.8,603103
2015-01-30 05:30:00+05:30,3700.0,3741.0,3626.55,3647.35,284786
2015-02-02 05:30:00+05:30,3647.35,3725.0,3620.0,3669.45,319679
2015-02-03 05:30:00+05:30,3708.0,3708.0,3600.0,3607.85,220676
2015-02-04 05:30:00+05:30,3620.0,3634.0,3550.5,3557.55,203545
2015-02-05 05:30:00+05:30,3579.0,3597.0,3508.0,3522.7,379633
2015-02-06 05:30:00+05:30,3529.75,3533.5,3490.0,3502.6,198214
2015-02-09 05:30:00+05:30,3490.0,3497.2,3400.0,3411.3,286868
2015-02-10 05:30:00+05:30,3393.0,3478.0,3360.0,3393.85,547537
2015-02-11 05:30:00+05:30,3406.0,3470.8,3406.0,3454.75,341769
2015-02-12 05:30:00+05:30,3468.0,3559.75,3468.0,3551.9,436882
2015-02-13 05:30:00+05:30,3565.0,3627.0,3531.3,3616.95,321186
2015-02-16 05:30:00+05:30,3620.0,3650.0,3561.5,3572.1,260901
2015-02-18 05:30:00+05:30,3575.0,3584.0,3547.05,3564.95,161803
2015-02-19 05:30:00+05:30,3575.0,3615.0,3562.15,3595.15,214789
2015-02-20 05:30:00+05:30,3610.0,3614.0,3542.0,3547.35,240749
2015-02-23 05:30:00+05:30,3561.0,3575.0,3532.85,3545.9,163132
2015-02-24 05:30:00+05:30,3573.85,3600.0,3553.2,3588.3,143983
2015-02-25 05:30:00+05:30,3595.0,3615.0,3564.1,3579.9,173339
2015-02-26 05:30:00+05:30,3567.3,3581.9,3483.15,3496.85,429598
2015-02-27 05:30:00+05:30,3497.0,3618.85,3496.85,3604.4,378654
2015-02-28 05:30:00+05:30,3604.0,3634.0,3560.15,3620.85,255838
2015-03-02 05:30:00+05:30,3648.1,3730.0,3632.25,3711.45,386182
2015-03-03 05:30:00+05:30,3718.0,3734.35,3689.55,3708.65,206296
2015-03-04 05:30:00+05:30,3750.0,3789.7,3647.25,3678.4,340907
2015-03-05 05:30:00+05:30,3677.0,3711.25,3641.35,3678.75,152837
2015-03-09 05:30:00+05:30,3632.3,3690.9,3623.0,3671.3,218786
2015-03-10 05:30:00+05:30,3689.0,3689.0,3640.25,3646.75,182667
2015-03-11 05:30:00+05:30,3642.05,3672.0,3615.35,3656.45,198508
2015-03-12 05:30:00+05:30,3667.4,3719.95,3662.1,3685.2,308505
2015-03-13 05:30:00+05:30,3705.0,3717.2,3625.1,3650.7,363024
2015-03-16 05:30:00+05:30,3651.0,3677.0,3637.8,3647.05,182829
2015-03-17 05:30:00+05:30,3665.0,3688.95,3623.55,3661.55,185250
2015-03-18 05:30:00+05:30,3663.0,3678.0,3642.3,3664.9,177261
2015-03-19 05:30:00+05:30,3671.0,3695.0,3648.0,3655.0,252139
2015-03-20 05:30:00+05:30,3640.0,3672.8,3610.0,3623.85,206403
