Date,Open,High,Low,Close,Volume
2021-04-19 05:30:00+05:30,218.0,239.0,211.3,232.63,22102730
2021-04-20 05:30:00+05:30,234.0,256.93,228.68,251.55,11705072
2021-04-22 05:30:00+05:30,249.0,271.38,245.8,261.88,4728296
2021-04-23 05:30:00+05:30,261.4,268.45,258.85,265.35,2300838
2021-04-26 05:30:00+05:30,266.0,293.0,266.0,290.05,4139576
2021-04-27 05:30:00+05:30,288.0,306.38,285.52,302.2,4373976
2021-04-28 05:30:00+05:30,302.4,310.0,298.1,307.83,1970340
2021-04-29 05:30:00+05:30,309.38,309.5,290.58,300.83,3749610
2021-04-30 05:30:00+05:30,296.0,310.95,294.05,296.85,689580
2021-05-03 05:30:00+05:30,295.0,302.5,285.1,299.65,848474
2021-05-04 05:30:00+05:30,300.63,304.0,291.35,298.85,587900
2021-05-05 05:30:00+05:30,295.5,306.0,293.75,303.0,582008
2021-05-06 05:30:00+05:30,303.0,306.13,297.77,300.98,281584
2021-05-07 05:30:00+05:30,301.5,319.0,301.5,315.88,2697842
2021-05-10 05:30:00+05:30,315.0,379.05,314.93,345.88,3202552
2021-05-11 05:30:00+05:30,342.4,351.35,337.58,345.85,938596
2021-05-12 05:30:00+05:30,350.0,355.13,317.48,323.33,1409480
2021-05-14 05:30:00+05:30,332.45,335.73,307.25,323.95,1291314
2021-05-17 05:30:00+05:30,324.0,328.5,313.8,323.7,2173164
2021-05-18 05:30:00+05:30,323.93,323.93,307.25,316.43,1331362
2021-05-19 05:30:00+05:30,311.75,321.0,311.75,317.15,676842
2021-05-20 05:30:00+05:30,317.15,322.58,308.02,314.27,415756
2021-05-21 05:30:00+05:30,318.45,328.45,314.25,322.18,1315414
2021-05-24 05:30:00+05:30,324.48,326.0,319.0,322.1,601734
2021-05-25 05:30:00+05:30,321.5,325.0,314.0,316.33,872216
2021-05-26 05:30:00+05:30,310.0,314.85,309.0,312.55,481392
2021-05-27 05:30:00+05:30,310.08,312.5,305.0,307.48,207686
2021-05-28 05:30:00+05:30,308.0,321.5,307.5,317.58,832566
2021-05-31 05:30:00+05:30,317.43,320.75,310.98,315.58,471108
2021-06-01 05:30:00+05:30,318.0,318.4,309.02,313.15,327116
2021-06-02 05:30:00+05:30,315.0,318.85,308.5,309.0,279100
2021-06-03 05:30:00+05:30,310.27,317.98,309.65,311.35,580872
2021-06-04 05:30:00+05:30,314.0,317.0,310.5,313.85,380764
2021-06-07 05:30:00+05:30,316.85,344.5,315.77,335.03,2295650
2021-06-08 05:30:00+05:30,331.5,355.0,331.5,345.38,2462672
2021-06-09 05:30:00+05:30,348.0,351.33,325.77,333.1,1648102
2021-06-10 05:30:00+05:30,334.88,350.2,333.15,347.13,1125198
2021-06-11 05:30:00+05:30,347.0,349.58,330.73,336.45,998786
2021-06-14 05:30:00+05:30,335.13,352.5,325.9,342.55,1202520
2021-06-15 05:30:00+05:30,345.88,357.5,345.0,354.43,1744190
2021-06-16 05:30:00+05:30,355.0,359.03,337.0,340.9,975476
2021-06-17 05:30:00+05:30,339.45,346.5,331.0,335.33,533454
2021-06-18 05:30:00+05:30,337.9,343.1,316.05,340.5,1099232
2021-06-21 05:30:00+05:30,337.5,354.0,333.4,352.03,656338
2021-06-22 05:30:00+05:30,354.0,356.55,348.0,349.9,691016
2021-06-23 05:30:00+05:30,351.35,352.28,340.0,341.03,402636
2021-06-24 05:30:00+05:30,340.5,348.5,338.05,344.0,314878
2021-06-25 05:30:00+05:30,343.5,343.88,336.53,338.13,227050
2021-06-28 05:30:00+05:30,337.0,346.5,336.03,343.63,755846
2021-06-29 05:30:00+05:30,344.0,344.75,336.5,337.83,288388
2021-06-30 05:30:00+05:30,346.3,352.2,340.0,341.83,1182746
2021-07-01 05:30:00+05:30,344.88,347.43,339.0,340.78,279824
2021-07-02 05:30:00+05:30,343.88,343.88,334.25,338.1,289698
2021-07-05 05:30:00+05:30,342.45,344.0,332.68,335.48,700086
2021-07-06 05:30:00+05:30,336.5,338.38,322.5,325.43,982870
2021-07-07 05:30:00+05:30,327.5,336.23,327.5,332.13,812308
2021-07-08 05:30:00+05:30,335.95,351.0,334.03,343.93,958542
2021-07-09 05:30:00+05:30,342.13,394.5,338.53,386.33,4419464
2021-07-12 05:30:00+05:30,395.0,407.9,387.83,395.23,1616146
2021-07-13 05:30:00+05:30,399.0,399.0,384.83,389.18,650124
2021-07-14 05:30:00+05:30,387.53,413.48,387.53,395.55,1570018
2021-07-15 05:30:00+05:30,395.08,419.5,386.0,414.73,2022148
2021-07-16 05:30:00+05:30,418.55,436.25,412.63,426.3,1764134
2021-07-19 05:30:00+05:30,412.0,423.85,410.5,415.9,1110652
2021-07-20 05:30:00+05:30,415.75,417.78,394.0,396.6,769106
2021-07-22 05:30:00+05:30,402.95,433.5,400.98,428.13,1395546
2021-07-23 05:30:00+05:30,424.5,426.98,415.55,422.43,716396
2021-07-26 05:30:00+05:30,420.98,427.4,416.1,421.73,580478
2021-07-27 05:30:00+05:30,423.85,442.5,417.98,438.5,1263070
2021-07-28 05:30:00+05:30,439.5,439.5,408.03,426.58,820236
2021-07-29 05:30:00+05:30,430.0,442.68,425.5,427.9,449450
2021-07-30 05:30:00+05:30,428.0,432.5,420.73,426.9,350354
