Date,Open,High,Low,Close,Volume
2015-01-01 05:30:00+05:30,562.5,574.95,557.55,572.75,76888
2015-01-02 05:30:00+05:30,572.5,601.5,569.0,596.25,154932
2015-01-05 05:30:00+05:30,592.5,602.5,589.3,593.6,83424
2015-01-06 05:30:00+05:30,589.98,589.98,561.65,566.3,86444
2015-01-07 05:30:00+05:30,574.0,575.0,550.55,563.28,116872
2015-01-08 05:30:00+05:30,574.0,583.5,569.53,573.75,101548
2015-01-09 05:30:00+05:30,583.35,594.5,576.03,592.17,162720
2015-01-12 05:30:00+05:30,595.5,599.42,539.35,569.1,193158
2015-01-13 05:30:00+05:30,567.5,589.0,567.5,573.98,249708
2015-01-14 05:30:00+05:30,575.05,576.45,560.13,562.8,165978
2015-01-15 05:30:00+05:30,570.0,576.53,550.92,558.03,110394
2015-01-16 05:30:00+05:30,561.0,561.0,546.0,548.53,169326
2015-01-19 05:30:00+05:30,559.23,562.4,544.0,555.88,171518
2015-01-20 05:30:00+05:30,558.05,574.45,558.05,569.9,175718
2015-01-21 05:30:00+05:30,570.0,573.98,555.5,561.13,80720
2015-01-22 05:30:00+05:30,561.05,574.5,557.5,572.9,176376
2015-01-23 05:30:00+05:30,577.35,577.35,564.0,571.63,90246
2015-01-27 05:30:00+05:30,567.53,604.5,567.53,590.98,267958
2015-01-28 05:30:00+05:30,592.45,611.5,591.0,605.98,269400
2015-01-29 05:30:00+05:30,590.0,590.0,550.0,569.2,426094
2015-01-30 05:30:00+05:30,571.85,575.25,536.6,549.85,467506
2015-02-02 05:30:00+05:30,550.0,574.95,550.0,567.3,265540
2015-02-03 05:30:00+05:30,567.25,570.0,556.75,567.65,148272
2015-02-04 05:30:00+05:30,572.9,573.23,547.5,562.42,179662
2015-02-05 05:30:00+05:30,564.45,569.45,550.55,553.55,104910
2015-02-06 05:30:00+05:30,553.5,562.2,535.0,539.33,109608
2015-02-09 05:30:00+05:30,539.33,566.5,529.98,550.6,139496
2015-02-10 05:30:00+05:30,543.0,574.7,538.53,570.2,180430
2015-02-11 05:30:00+05:30,568.0,577.8,559.63,571.45,69760
2015-02-12 05:30:00+05:30,575.0,578.55,566.4,575.75,47062
2015-02-13 05:30:00+05:30,577.48,583.0,568.0,574.45,54246
2015-02-16 05:30:00+05:30,573.17,576.0,563.1,565.88,664550
2015-02-18 05:30:00+05:30,557.65,579.53,557.65,572.42,101052
2015-02-19 05:30:00+05:30,571.25,572.35,555.5,561.17,180444
2015-02-20 05:30:00+05:30,562.98,570.7,556.3,559.38,55650
2015-02-23 05:30:00+05:30,560.0,563.65,555.0,558.4,52594
2015-02-24 05:30:00+05:30,556.53,560.17,546.55,550.4,77702
2015-02-25 05:30:00+05:30,550.08,555.3,548.5,551.58,23982
2015-02-26 05:30:00+05:30,552.9,552.9,531.48,535.48,82740
2015-02-27 05:30:00+05:30,533.5,536.58,515.05,521.58,195190
2015-02-28 05:30:00+05:30,523.5,542.25,523.5,537.2,48822
2015-03-02 05:30:00+05:30,539.0,539.0,525.0,529.33,95064
2015-03-03 05:30:00+05:30,530.0,543.65,527.53,540.73,103392
